solver_id,true_archetype,strategy_naked_single,strategy_hidden_single,strategy_naked_pair,strategy_hidden_pair,strategy_naked_triple,strategy_pointing_pair,strategy_x_wing,strategy_swordfish,strategy_xy_wing,strategy_forcing_chain,strategy_guess_backtrack,strategy_pattern_overlay,count_naked_single,count_hidden_single,count_naked_pair,count_hidden_pair,count_naked_triple,count_pointing_pair,count_x_wing,count_swordfish,count_xy_wing,count_forcing_chain,count_guess_backtrack,count_pattern_overlay,avg_time_per_move,pause_frequency,thinking_time_variance,total_solving_time,total_errors,error_rate,correction_time,same_error_repeated,error_recovery_efficiency,hints_used_total,hint_dependency_ratio,hints_per_puzzle,give_up_rate,persistence_score,verification_checks,verification_rate,success_rate,avg_puzzle_difficulty,strategy_diversity,advanced_strategy_ratio,basic_strategy_ratio,total_puzzles_attempted,total_moves,session_count
46,Systematic_Beginner,0.3912037037037037,0.36342592592592593,0.0787037037037037,0.037037037037037035,0.011574074074074073,0.037037037037037035,0.009259259259259259,0.016203703703703703,0.023148148148148147,0.006944444444444444,0.018518518518518517,0.006944444444444444,169,157,34,16,5,16,4,7,10,3,8,3,47.316918038996015,0.12370793849926048,4.813029113800425,20440.908592846277,10,0.023148148148148147,7.473241798453735,2,0.8,10,0.2,0.2,0.05970538154766793,0.9606963467269182,2,0.004629629629629629,0.8486984014009734,3,1.0,0.08101851851851852,0.7546296296296297,50,432,18
47,Systematic_Beginner,0.4013452914798206,0.3273542600896861,0.07174887892376682,0.04932735426008968,0.026905829596412557,0.020179372197309416,0.01569506726457399,0.013452914798206279,0.017937219730941704,0.008968609865470852,0.020179372197309416,0.026905829596412557,179,146,32,22,12,9,7,6,8,4,9,12,26.53068085792471,0.15155945875607713,1.7113929525570042,11832.683662634421,3,0.006726457399103139,52.609393556352764,1,0.6666666666666666,9,0.18,0.18,0.055693470015484234,0.9322151834354335,9,0.020179372197309416,0.7636239190382274,3,1.0,0.1031390134529148,0.7286995515695067,50,446,23
48,Systematic_Beginner,0.38913043478260867,0.36086956521739133,0.08478260869565217,0.034782608695652174,0.015217391304347827,0.021739130434782608,0.01956521739130435,0.002173913043478261,0.017391304347826087,0.017391304347826087,0.02391304347826087,0.013043478260869565,179,166,39,16,7,10,9,1,8,8,11,6,34.272017796892534,0.5955474739892773,3.0989505142225573,15765.128186570566,9,0.01956521739130435,69.81033996742515,2,0.7777777777777778,9,0.18,0.18,0.0771739689335047,0.9539962086743742,9,0.01956521739130435,0.765606219896287,2,1.0,0.09347826086956522,0.75,50,460,28
49,Systematic_Beginner,0.40816326530612246,0.36507936507936506,0.07256235827664399,0.05215419501133787,0.022675736961451247,0.018140589569160998,0.009070294784580499,0.006802721088435374,0.011337868480725623,0.006802721088435374,0.009070294784580499,0.018140589569160998,180,161,32,23,10,8,4,3,5,3,4,8,26.740869579304345,0.6861033786901684,88.64191844407596,11792.723484473216,9,0.02040816326530612,37.63202329574506,1,0.8888888888888888,7,0.14,0.14,0.03437891042524759,0.9406956626676384,10,0.022675736961451247,0.6472714946120638,1,1.0,0.061224489795918366,0.7732426303854876,50,441,17
50,Systematic_Beginner,0.37104072398190047,0.35294117647058826,0.08823529411764706,0.038461538461538464,0.011312217194570135,0.024886877828054297,0.004524886877828055,0.029411764705882353,0.033936651583710405,0.011312217194570135,0.01583710407239819,0.01809954751131222,164,156,39,17,5,11,2,13,15,5,7,8,23.181459680237506,0.3603953370746405,38.230801562037925,10246.205178664977,7,0.01583710407239819,139.16895717688763,0,1.0,8,0.16,0.16,0.11411817370578024,0.9717547968646749,8,0.01809954751131222,0.8746656344659667,1,1.0,0.11312217194570136,0.7239819004524887,50,442,23
51,Systematic_Beginner,0.4298056155507559,0.3045356371490281,0.09719222462203024,0.0367170626349892,0.02591792656587473,0.03455723542116631,0.004319654427645789,0.01079913606911447,0.008639308855291577,0.02159827213822894,0.019438444924406047,0.0064794816414686825,199,141,45,17,12,16,2,5,4,10,9,3,33.787358495978005,0.3458321730348328,18.872404537011615,15643.546983637816,6,0.012958963282937365,25.458673598045657,3,0.5,9,0.18,0.18,0.01622594114800365,0.9813559226239295,6,0.012958963282937365,0.8655360916455539,1,1.0,0.07127429805615551,0.734341252699784,50,463,32
52,Systematic_Beginner,0.4004329004329004,0.37012987012987014,0.05411255411255411,0.0670995670995671,0.012987012987012988,0.012987012987012988,0.017316017316017316,0.008658008658008658,0.021645021645021644,0.010822510822510822,0.008658008658008658,0.015151515151515152,185,171,25,31,6,6,8,4,10,5,4,7,39.00321701722888,0.2000779313230957,21.41278951530455,18019.48626195974,9,0.01948051948051948,9.685713497371953,4,0.5555555555555556,6,0.12,0.12,0.12616193108561297,0.9442766272662405,7,0.015151515151515152,0.7411360088649276,3,1.0,0.08225108225108226,0.7705627705627706,50,462,17
53,Systematic_Beginner,0.3752711496746204,0.3644251626898048,0.0737527114967462,0.049891540130151846,0.019522776572668113,0.028199566160520606,0.015184381778741865,0.004338394793926247,0.013015184381778741,0.02386117136659436,0.021691973969631236,0.010845986984815618,173,168,34,23,9,13,7,2,6,11,10,5,26.024760428857135,0.3170274200960815,3.1452781194697645,11997.41455770314,0,0.0,0.0,0,1.0,9,0.18,0.18,0.0,0.9348428760798825,7,0.015184381778741865,0.5927416383396367,1,1.0,0.08893709327548807,0.7396963123644251,50,461,22
54,Systematic_Beginner,0.47086247086247085,0.3006993006993007,0.06993006993006994,0.03263403263403263,0.009324009324009324,0.027972027972027972,0.006993006993006993,0.011655011655011656,0.016317016317016316,0.023310023310023312,0.006993006993006993,0.023310023310023312,202,129,30,14,4,12,3,5,7,10,3,10,8.37356877794986,0.08417433653931046,57.05370722069883,3592.26100574049,11,0.02564102564102564,26.24944145909491,4,0.6363636363636364,7,0.14,0.14,0.024042133860315534,0.9932801474782471,7,0.016317016317016316,0.6496415139322057,2,1.0,0.08857808857808858,0.7715617715617715,50,429,29
55,Systematic_Beginner,0.3899782135076253,0.3485838779956427,0.08714596949891068,0.0457516339869281,0.032679738562091505,0.017429193899782137,0.004357298474945534,0.010893246187363835,0.010893246187363835,0.017429193899782137,0.017429193899782137,0.017429193899782137,179,160,40,21,15,8,2,5,5,8,8,8,44.26065514871775,0.13282509332979364,8.785995418310993,20315.640713261448,6,0.013071895424836602,4.926629736749003,2,0.6666666666666666,8,0.16,0.16,0.05695301993267093,0.9587195077900009,10,0.02178649237472767,0.6567750483222426,3,1.0,0.0784313725490196,0.738562091503268,50,459,18
56,Systematic_Beginner,0.3827433628318584,0.33185840707964603,0.07743362831858407,0.06415929203539823,0.022123893805309734,0.022123893805309734,0.011061946902654867,0.008849557522123894,0.022123893805309734,0.01991150442477876,0.030973451327433628,0.00663716814159292,173,150,35,29,10,10,5,4,10,9,14,3,63.64531440870119,0.19545494158272703,16.50704457770642,28767.68211273294,8,0.017699115044247787,54.81785813967444,1,0.875,7,0.14,0.14,0.13478614389054333,0.9879457738954622,5,0.011061946902654867,0.8282674004226236,1,1.0,0.09955752212389381,0.7146017699115044,50,452,30
57,Systematic_Beginner,0.40638297872340423,0.3404255319148936,0.07659574468085106,0.05531914893617021,0.01276595744680851,0.023404255319148935,0.00851063829787234,0.03404255319148936,0.006382978723404255,0.01702127659574468,0.010638297872340425,0.00851063829787234,191,160,36,26,6,11,4,16,3,8,5,4,13.110383263748599,0.4635737152017755,29.445491068145568,6161.880133961841,6,0.01276595744680851,16.12631019602592,2,0.6666666666666666,7,0.14,0.14,0.06410013125084282,0.9460412454203063,11,0.023404255319148935,0.7930143489279968,1,1.0,0.0851063829787234,0.7468085106382979,50,470,20
58,Systematic_Beginner,0.38924731182795697,0.35268817204301073,0.07096774193548387,0.05161290322580645,0.015053763440860216,0.02795698924731183,0.025806451612903226,0.0064516129032258064,0.010752688172043012,0.02795698924731183,0.010752688172043012,0.010752688172043012,181,164,33,24,7,13,12,3,5,13,5,5,17.367949956428998,0.40981838218649674,61.05809762175151,8076.096729739484,10,0.021505376344086023,5.982266943188207,2,0.8,5,0.1,0.1,0.009231218584193984,0.9286753013620155,6,0.012903225806451613,0.8427839887606511,2,1.0,0.09247311827956989,0.7419354838709677,50,465,27
59,Systematic_Beginner,0.42430703624733473,0.36673773987206826,0.06396588486140725,0.03624733475479744,0.017057569296375266,0.021321961620469083,0.021321961620469083,0.006396588486140725,0.006396588486140725,0.010660980810234541,0.017057569296375266,0.008528784648187633,199,172,30,17,8,10,10,3,3,5,8,4,22.64923560451546,0.45591509749846326,16.646747976592444,10622.491498517751,6,0.01279317697228145,8.572111793573066,1,0.8333333333333334,10,0.2,0.2,0.0,0.957466971194228,13,0.02771855010660981,0.8202450311184707,1,1.0,0.07036247334754797,0.7910447761194029,50,469,34
60,Systematic_Beginner,0.3794749403341289,0.36754176610978523,0.06205250596658711,0.05489260143198091,0.021479713603818614,0.01909307875894988,0.016706443914081145,0.021479713603818614,0.007159904534606206,0.016706443914081145,0.02386634844868735,0.00954653937947494,159,154,26,23,9,8,7,9,3,7,10,4,27.54468065860615,0.2918703371403939,11.047742980752497,11541.221195955977,7,0.016706443914081145,22.053084353660168,2,0.7142857142857143,10,0.2,0.2,0.21215464847973672,0.9961583250123222,9,0.021479713603818614,0.5990294296670805,3,1.0,0.0954653937947494,0.747016706443914,50,419,29
61,Systematic_Beginner,0.40700218818380746,0.34573304157549234,0.07439824945295405,0.05689277899343545,0.01312910284463895,0.02188183807439825,0.0175054704595186,0.015317286652078774,0.0175054704595186,0.01312910284463895,0.0175054704595186,0.0,186,158,34,26,6,10,8,7,8,6,8,0,17.589863767441145,0.4605883307347067,48.7157023396486,8038.567741720603,5,0.010940919037199124,36.76324824232468,1,0.8,2,0.04,0.04,0.0,0.9343599301497792,5,0.010940919037199124,0.7498968258581861,1,0.9166666666666666,0.08096280087527352,0.7527352297592997,50,457,24
62,Systematic_Beginner,0.42355371900826444,0.32644628099173556,0.09090909090909091,0.03925619834710744,0.010330578512396695,0.026859504132231406,0.008264462809917356,0.012396694214876033,0.010330578512396695,0.01652892561983471,0.01859504132231405,0.01652892561983471,205,158,44,19,5,13,4,6,5,8,9,8,21.96070424847997,0.4270681396128698,13.34026989808532,10628.980856264307,5,0.010330578512396695,9.605666171311427,3,0.4,12,0.24,0.24,0.03085914051935161,0.9475254210745032,9,0.01859504132231405,0.8106429504293736,2,1.0,0.08264462809917356,0.75,50,484,31
63,Systematic_Beginner,0.3658008658008658,0.36363636363636365,0.08441558441558442,0.03896103896103896,0.012987012987012988,0.0367965367965368,0.006493506493506494,0.023809523809523808,0.006493506493506494,0.017316017316017316,0.02813852813852814,0.015151515151515152,169,168,39,18,6,17,3,11,3,8,13,7,33.46242988288966,0.08531103717325804,4.5449232224307305,15459.642605895022,14,0.030303030303030304,11.917685757599358,4,0.7142857142857143,9,0.18,0.18,0.1707108656119367,0.9559478970706221,10,0.021645021645021644,0.9311231677359634,2,1.0,0.09740259740259741,0.7294372294372294,50,462,26
64,Systematic_Beginner,0.37668161434977576,0.336322869955157,0.09192825112107623,0.03811659192825112,0.042600896860986545,0.020179372197309416,0.013452914798206279,0.026905829596412557,0.011210762331838564,0.008968609865470852,0.017937219730941704,0.01569506726457399,168,150,41,17,19,9,6,12,5,4,8,7,9.95651880521456,0.3222040022908448,10.450126872554447,4440.607387125694,10,0.02242152466367713,2.1268632037864537,5,0.5,5,0.1,0.1,0.10040020021466303,0.9390079083067033,11,0.02466367713004484,0.8320693706697452,2,1.0,0.09417040358744394,0.7130044843049327,50,446,14
65,Systematic_Beginner,0.40829694323144106,0.34279475982532753,0.07205240174672489,0.039301310043668124,0.010917030567685589,0.026200873362445413,0.024017467248908297,0.015283842794759825,0.010917030567685589,0.013100436681222707,0.019650655021834062,0.017467248908296942,187,157,33,18,5,12,11,7,5,6,9,8,2.1190700065301913,0.5379363637806488,0.3018911320035021,970.5340629908276,9,0.019650655021834062,40.48887436025902,3,0.6666666666666666,4,0.08,0.08,0.033985109773167946,0.9356987355872515,7,0.015283842794759825,0.8502140759409095,3,1.0,0.10043668122270742,0.7510917030567685,50,458,19
66,Systematic_Beginner,0.4142538975501114,0.3363028953229399,0.060133630289532294,0.062360801781737196,0.011135857461024499,0.013363028953229399,0.024498886414253896,0.0200445434298441,0.0200445434298441,0.004454342984409799,0.013363028953229399,0.0200445434298441,186,151,27,28,5,6,11,9,9,2,6,9,17.459231133329155,0.11503453611634765,13.039436140672011,7839.19477886479,13,0.028953229398663696,31.381985892842753,6,0.5384615384615384,8,0.16,0.16,0.030192695503133957,0.9346497670646512,10,0.022271714922048998,0.7596121294499573,1,1.0,0.10244988864142539,0.7505567928730512,50,449,19
67,Systematic_Beginner,0.3803680981595092,0.3619631901840491,0.08588957055214724,0.044989775051124746,0.03067484662576687,0.016359918200409,0.02044989775051125,0.0081799591002045,0.012269938650306749,0.018404907975460124,0.014314928425357873,0.006134969325153374,186,177,42,22,15,8,10,4,6,9,7,3,7.777884573427215,0.5857558684181045,4.598673491112254,3803.385556405908,8,0.016359918200409,15.323919639673685,0,1.0,8,0.16,0.16,0.033972020873690764,0.9443639523862655,8,0.016359918200409,0.8076798893884107,2,1.0,0.07975460122699386,0.7423312883435583,50,489,32
68,Systematic_Beginner,0.3904109589041096,0.3470319634703196,0.091324200913242,0.04337899543378995,0.02968036529680365,0.02054794520547945,0.02968036529680365,0.01141552511415525,0.0045662100456621,0.0136986301369863,0.01141552511415525,0.00684931506849315,171,152,40,19,13,9,13,5,2,6,5,3,3.0293828744436877,0.35987407068966043,1.003937670500003,1326.8696990063352,3,0.00684931506849315,44.68113833457685,0,1.0,7,0.14,0.14,0.0,0.9886877705581706,5,0.01141552511415525,0.7339005968700453,2,1.0,0.0776255707762557,0.7374429223744292,50,438,23
69,Systematic_Beginner,0.43990384615384615,0.33413461538461536,0.07932692307692307,0.038461538461538464,0.019230769230769232,0.014423076923076924,0.028846153846153848,0.007211538461538462,0.009615384615384616,0.009615384615384616,0.016826923076923076,0.002403846153846154,183,139,33,16,8,6,12,3,4,4,7,1,67.88382828081745,0.5279243840181365,4.672174409461297,28239.67256482006,7,0.016826923076923076,12.78345865661309,2,0.7142857142857143,9,0.18,0.18,0.11777864678551746,0.8919107120684582,9,0.021634615384615384,0.7426130527384688,2,1.0,0.07451923076923077,0.7740384615384616,50,416,26
70,Hybrid_Sys_Ada,0.2759550561797753,0.25573033707865167,0.09519101123595505,0.07092134831460674,0.05483146067415731,0.06157303370786518,0.053393258426966295,0.052134831460674165,0.032,0.028134831460674158,0.013438202247191012,0.006696629213483147,175,160,35,17,11,16,4,9,0,9,7,2,19.24129096470029,0.6434052833138456,8.552681520590099,8562.37447929163,7,0.015730337078651686,7.206511366779976,2,0.7142857142857143,9,0.18,0.18,0.02073665995552305,0.9251929149569805,11,0.024719101123595506,0.6529251811806067,1,0.9166666666666666,0.0696629213483146,0.7528089887640449,50,445,23
71,Systematic_Beginner,0.4050925925925926,0.3287037037037037,0.09259259259259259,0.037037037037037035,0.034722222222222224,0.027777777777777776,0.016203703703703703,0.0023148148148148147,0.006944444444444444,0.013888888888888888,0.018518518518518517,0.016203703703703703,175,142,40,16,15,12,7,1,3,6,8,7,26.198191562074445,0.18875266488727183,0.8745410851129908,11317.61875481616,10,0.023148148148148147,2.5486771495027103,3,0.7,6,0.12,0.12,0.1548969669566216,0.9025668127828221,6,0.013888888888888888,0.8084017379689258,3,1.0,0.07407407407407407,0.7337962962962963,50,432,27
72,Systematic_Beginner,0.38144329896907214,0.334020618556701,0.07010309278350516,0.07422680412371134,0.024742268041237112,0.018556701030927835,0.016494845360824743,0.006185567010309278,0.02268041237113402,0.012371134020618556,0.020618556701030927,0.018556701030927835,185,162,34,36,12,9,8,3,11,6,10,9,50.25034167405512,0.31007119909353514,9.48282005291647,24371.415711916736,6,0.012371134020618556,31.97070404398948,0,1.0,8,0.16,0.16,0.0,0.9053906396175108,9,0.018556701030927835,0.6974728255347002,1,1.0,0.09690721649484536,0.7154639175257732,50,485,18
73,Hybrid_Sys_Int,0.3290047393364929,0.32170616113744077,0.06834123222748816,0.04274881516587678,0.01990521327014218,0.045687203791469205,0.03137440758293839,0.0014218009478672987,0.01137440758293839,0.008530805687203791,0.0671090047393365,0.052796208530805695,147,170,34,16,14,4,8,1,8,6,5,9,38.116478515555016,0.261051598278169,3.963599155319264,16085.153933564217,9,0.02132701421800948,7.953327692413867,1,0.8888888888888888,9,0.18,0.18,0.13110874594349275,0.9599430965670688,10,0.023696682464454975,0.7337378652020923,3,1.0,0.08767772511848342,0.7511848341232228,50,422,34
74,Systematic_Beginner,0.44273127753303965,0.33259911894273125,0.05286343612334802,0.04185022026431718,0.019823788546255508,0.024229074889867842,0.00881057268722467,0.00881057268722467,0.019823788546255508,0.024229074889867842,0.011013215859030838,0.013215859030837005,201,151,24,19,9,11,4,4,9,11,5,6,13.146839573638156,0.2660565893616861,7.799275781582125,5968.665166431722,13,0.028634361233480177,30.086412061673954,5,0.6153846153846154,6,0.12,0.12,0.12249267598866752,0.9214775526247765,7,0.015418502202643172,0.8630326199964744,3,1.0,0.08590308370044053,0.775330396475771,50,454,22
75,Systematic_Beginner,0.39662447257383965,0.3755274261603376,0.07805907172995781,0.06118143459915612,0.012658227848101266,0.023206751054852322,0.004219409282700422,0.016877637130801686,0.006329113924050633,0.014767932489451477,0.008438818565400843,0.002109704641350211,188,178,37,29,6,11,2,8,3,7,4,1,59.926019961000435,0.5024050674035523,33.29850693375006,28404.933461514207,8,0.016877637130801686,21.159307090686575,1,0.875,12,0.24,0.24,0.07446272675381643,0.9729205515002682,6,0.012658227848101266,0.4907166029618423,2,1.0,0.052742616033755275,0.7721518987341772,50,474,28
76,Systematic_Beginner,0.3682983682983683,0.372960372960373,0.07459207459207459,0.039627039627039624,0.016317016317016316,0.02564102564102564,0.018648018648018648,0.02097902097902098,0.018648018648018648,0.004662004662004662,0.027972027972027972,0.011655011655011656,158,160,32,17,7,11,8,9,8,2,12,5,24.188426009022066,0.4749945249841335,2.898809354193384,10376.834757870467,14,0.03263403263403263,5.7633391756712475,5,0.6428571428571429,6,0.12,0.12,0.09787773595109428,0.9369557302013899,12,0.027972027972027972,0.7365716802721589,1,1.0,0.10256410256410256,0.7412587412587412,50,429,30
77,Systematic_Beginner,0.40941176470588236,0.3764705882352941,0.07294117647058823,0.018823529411764704,0.01647058823529412,0.03764705882352941,0.011764705882352941,0.018823529411764704,0.0,0.009411764705882352,0.01647058823529412,0.011764705882352941,174,160,31,8,7,16,5,8,0,4,7,5,20.227799701407005,0.3462252555015791,16.603821890023234,8596.814873097977,6,0.01411764705882353,31.345630593813706,1,0.8333333333333334,10,0.2,0.2,0.0,0.9571544553894448,11,0.02588235294117647,0.7564552978206077,2,0.9166666666666666,0.06823529411764706,0.7858823529411765,50,425,31
